"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"2716",2717,"Republican",3,"Lean Democrat",3,4,2,4,7,7,"Woman","35-44","Some of the time",8,8,"","","","","",4,4,3,4,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.25,3.75,1,1,0.5,12.5,12.5,11.7647058823529
"2717",2718,"Democrat",2,"Not very strong Democrat",1,1,1,1,10,10,"Woman","18-24","Some of the time",3,5,"Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",1,5,1,4,3,5,5,4.75,"Same party",1,1,-7,-5,0,-63.6363636363636,-45.4545454545455,0
"2718",2719,"Republican",1,"Lean Democrat",3,3,3,4,9,8,"Woman","25-34","Only now and then",3,4,"Neither disagree nor agree","Neither disagree nor agree","Agree strongly","Agree somewhat","Neither disagree nor agree",3,4,2,3,"Jokes","Democrat",3,3,5,4,3,3,1,2.75,"Opposite party",3.25,3,-6,-4,-0.25,-60,-44.4444444444444,-5.88235294117647
"2719",2720,"Democrat",2,"Strong Democrat",1,1,1,1,8,6,"Woman","35-44","Most of the time",7,6,"Disagree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree strongly",1,1,1,1,"Assault","Democrat",2,2,4,2,1,4,2,2.5,"Same party",1,1,-1,0,0,-11.1111111111111,0,0
"2720",2721,"Republican",3,"Strong Democrat",2,1,2,2,7,8,"Woman","35-44","Most of the time",7,8,"","","","","",2,1,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,2,0,0,0.25,0,0,9.09090909090909
"2721",2722,"Republican",3,"Strong Democrat",1,1,1,1,7,7,"Woman","45-54","Some of the time",7,5,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,0,-2,0,0,-25,0
"2722",2723,"Republican",1,"Strong Democrat",1,1,5,1,0,0,"Woman","35-44","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Agree strongly",1,1,5,1,"Jokes","Democrat",1,5,1,5,5,5,5,5,"Opposite party",2,2,0,0,0,0,0,0
"2723",2724,"Republican",3,"Not very strong Democrat",1,1,5,1,9,6,"Woman","55-64","Only now and then",9,10,"","","","","",1,1,5,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2,2,0,4,0,0,57.1428571428571,0
"2724",2725,"Democrat",2,"Strong Democrat",3,4,3,3,6,6,"Woman","25-34","Some of the time",5,5,"Agree somewhat","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,4,3,4,"Assault","Democrat",4,3,3,3,3,2,3,2.75,"Same party",3.25,3.5,-1,-1,0.25,-14.2857142857143,-14.2857142857143,5.88235294117647
"2725",2726,"Democrat",1,"Strong Democrat",2,2,2,3,10,10,"Man","25-34","Most of the time",9,8,"Disagree somewhat","Agree strongly","Disagree somewhat","Disagree strongly","Disagree somewhat",2,2,2,2,"Jokes","Democrat",2,5,2,1,2,4,4,3.5,"Same party",2.25,2,-1,-2,-0.25,-9.09090909090909,-18.1818181818182,-7.69230769230769
"2726",2727,"Republican",3,"Lean Republican",3,2,4,2,7,6,"Woman","25-34","Some of the time",7,8,"","","","","",2,2,4,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.75,2.5,0,2,-0.25,0,28.5714285714286,-6.66666666666667
"2727",2728,"Democrat",2,"Strong Democrat",1,1,2,2,7,8,"Woman","35-44","Most of the time",2,5,"Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat","Disagree somewhat",1,1,2,1,"Assault","Democrat",1,5,1,4,2,5,5,4.75,"Same party",1.5,1.25,-5,-3,-0.25,-62.5,-33.3333333333333,-10
"2728",2729,"Republican",3,"Lean Republican",4,4,2,4,10,10,"Woman","65 or over","Most of the time",10,10,"","","","","",4,4,2,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.5,3.5,0,0,0,0,0,0
"2729",2730,"Democrat",1,"Strong Democrat",1,1,1,1,8,9,"Woman","35-44","Most of the time",5,5,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Neither disagree nor agree",1,1,1,1,"Jokes","Democrat",2,3,2,2,3,4,4,3.25,"Same party",1,1,-3,-4,0,-33.3333333333333,-40,0
"2730",2731,"Republican",2,"Lean Democrat",2,2,1,2,8,5,"Woman","25-34","Some of the time",5,5,"Agree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat","Neither disagree nor agree",2,2,1,2,"Assault","Democrat",4,2,1,2,3,2,5,2.75,"Opposite party",1.75,1.75,-3,0,0,-33.3333333333333,0,0
"2731",2732,"Republican",3,"Strong Republican",3,2,1,3,10,8,"Woman","55-64","Only now and then",10,9,"","","","","",2,4,1,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.25,2.5,0,1,0.25,0,11.1111111111111,7.69230769230769
"2732",2733,"Republican",1,"Not very strong Democrat",2,2,2,2,7,6,"Man","25-34","Most of the time",3,1,"Disagree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat",2,2,2,2,"Jokes","Democrat",2,4,2,4,2,4,4,4,"Opposite party",2,2,-4,-5,0,-50,-71.4285714285714,0
"2733",2734,"Democrat",2,"Independent",5,5,1,4,10,9,"Man","25-34","Hardly at all",10,9,"Agree somewhat","Agree strongly","Agree somewhat","Agree strongly","Agree strongly",5,4,2,5,"Assault","Independent",4,5,4,5,5,2,2,3.5,"Independents/Not sures",3.75,4,0,0,0.25,0,0,5.26315789473684
"2734",2735,"Republican",2,"Independent",1,1,1,4,8,6,"Man","35-44","Most of the time",4,2,"Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,4,"Assault","Independent",2,5,1,3,1,4,5,4.25,"Independents/Not sures",1.75,1.75,-4,-4,0,-44.4444444444444,-57.1428571428571,0
"2735",2736,"Republican",3,"Not very strong Democrat",4,4,1,1,0,0,"Man","55-64","Some of the time",0,0,"","","","","",4,4,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.5,2.5,0,0,0,0,0,0
"2736",2737,"Democrat",3,"Strong Democrat",2,1,1,1,8,8,"Man","45-54","Most of the time",9,9,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.25,1,1,1,-0.25,11.1111111111111,11.1111111111111,-11.1111111111111
"2737",2738,"Republican",1,"Lean Democrat",2,2,2,2,8,6,"Woman","45-54","Only now and then",4,4,"Disagree somewhat","Agree strongly","Disagree somewhat","Neither disagree nor agree","Agree somewhat",2,2,2,2,"Jokes","Democrat",2,5,2,3,4,4,4,4,"Opposite party",2,2,-4,-2,0,-44.4444444444444,-28.5714285714286,0
"2738",2739,"Democrat",1,"Lean Republican",5,5,4,2,8,2,"Woman","65 or over","Some of the time",8,2,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Disagree somewhat",5,5,4,2,"Jokes","Republican",5,1,5,1,2,1,1,1,"Opposite party",4,4,0,0,0,0,0,0
"2739",2740,"Democrat",3,"Not very strong Democrat",4,3,4,3,8,7,"Man","35-44","Some of the time",7,7,"","","","","",3,4,4,3,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.5,3.5,-1,0,0,-11.1111111111111,0,0
"2740",2741,"Republican",1,"Strong Democrat",1,1,2,1,5,5,"Woman","65 or over","Most of the time",4,3,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree strongly","Disagree strongly",1,1,2,1,"Jokes","Democrat",2,4,2,1,1,4,4,3.25,"Opposite party",1.25,1.25,-1,-2,0,-16.6666666666667,-33.3333333333333,0
"2741",2742,"Republican",2,"Lean Democrat",2,2,4,2,9,9,"Woman","25-34","Only now and then",5,5,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly",2,2,4,2,"Assault","Democrat",2,3,2,2,1,4,4,3.25,"Opposite party",2.5,2.5,-4,-4,0,-40,-40,0
"2742",2743,"Democrat",3,"Lean Democrat",2,1,3,1,8,8,"Woman","25-34","Some of the time",8,8,"","","","","",1,1,4,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,1.75,0,0,0,0,0,0
"2743",2744,"Democrat",2,"Strong Republican",4,5,2,2,6,1,"Woman","35-44","Most of the time",5,1,"Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly","Disagree strongly",4,5,2,2,"Assault","Republican",5,1,3,1,1,1,3,1.5,"Opposite party",3.25,3.25,-1,0,0,-14.2857142857143,0,0
"2744",2745,"Democrat",3,"Independent",3,4,2,4,6,6,"Man","45-54","Some of the time",7,6,"","","","","",4,4,2,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.25,3.5,1,0,0.25,14.2857142857143,0,5.88235294117647
"2745",2746,"Republican",1,"Strong Republican",1,3,4,4,7,9,"Man","35-44","Most of the time",7,9,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Disagree strongly",1,2,4,4,"Jokes","Republican",5,1,4,1,1,1,2,1.25,"Same party",3,2.75,0,0,-0.25,0,0,-6.25
"2746",2747,"Democrat",1,"Independent",4,2,1,1,8,8,"Man","35-44","Most of the time",8,7,"Agree strongly","Disagree somewhat","Disagree strongly","Disagree strongly","Agree strongly",5,2,1,1,"Jokes","Independent",5,2,1,1,5,1,5,2.25,"Independents/Not sures",2,2.25,0,-1,0.25,0,-11.1111111111111,8.33333333333333
"2747",2748,"Democrat",2,"Independent",1,1,4,1,9,9,"Man","18-24","Most of the time",7,6,"Disagree somewhat","Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",1,1,5,1,"Assault","Independent",2,2,3,3,3,4,3,3,"Independents/Not sures",1.75,2,-2,-3,0.25,-20,-30,9.09090909090909
"2748",2749,"Republican",2,"Independent",3,2,2,2,8,9,"Man","55-64","Some of the time",5,8,"Neither disagree nor agree","Disagree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat",2,2,2,2,"Assault","Independent",3,2,4,2,4,3,2,2.25,"Independents/Not sures",2.25,2,-3,-1,-0.25,-33.3333333333333,-10,-7.69230769230769
"2749",2750,"Republican",1,"Strong Republican",4,4,2,4,9,10,"Woman","55-64","Most of the time",9,10,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree strongly","Agree somewhat",4,4,2,4,"Jokes","Republican",2,3,2,1,4,4,4,3,"Same party",3.5,3.5,0,0,0,0,0,0
"2750",2751,"Democrat",3,"Independent",3,4,2,3,5,3,"Man","55-64","Most of the time",5,3,"","","","","",3,4,2,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3,3,0,0,0,0,0,0
"2751",2752,"Republican",3,"Strong Republican",3,3,1,2,9,8,"Man","35-44","Most of the time",9,9,"","","","","",2,3,2,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.25,2.25,0,1,0,0,11.1111111111111,0
"2752",2753,"Republican",2,"Not very strong Democrat",1,1,2,1,5,5,"Woman","18-24","Some of the time",1,2,"Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,2,1,"Assault","Democrat",2,4,1,3,3,4,5,4,"Opposite party",1.25,1.25,-4,-3,0,-66.6666666666667,-50,0
"2753",2754,"Democrat",3,"Strong Republican",1,1,1,2,5,2,"Man","45-54","Most of the time",5,3,"","","","","",1,1,1,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1.25,0,1,0,0,33.3333333333333,0
"2754",2755,"Republican",2,"Not very strong Republican",2,3,2,3,8,8,"Woman","35-44","Some of the time",8,8,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",2,3,2,2,"Assault","Republican",4,2,4,1,2,2,2,1.75,"Same party",2.5,2.25,0,0,-0.25,0,0,-7.14285714285714
"2755",2756,"Republican",3,"Lean Democrat",1,2,2,1,7,6,"Woman","25-34","Most of the time",6,6,"","","","","",1,2,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.5,1.25,-1,0,-0.25,-12.5,0,-10
"2756",2757,"Democrat",3,"Lean Republican",1,4,4,3,9,8,"Woman","45-54","Some of the time",7,8,"","","","","",2,4,3,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3,3.25,-2,0,0.25,-20,0,6.25
"2757",2758,"Republican",2,"Lean Republican",3,3,2,2,5,7,"Man","25-34","Most of the time",7,6,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree","Disagree somewhat",4,2,3,2,"Assault","Republican",4,3,4,3,2,2,2,2.5,"Same party",2.5,2.75,2,-1,0.25,33.3333333333333,-12.5,7.14285714285714
"2758",2759,"Republican",2,"Lean Democrat",1,1,3,2,8,7,"Man","18-24","Some of the time",2,1,"Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree","Disagree somewhat",1,1,3,2,"Assault","Democrat",2,2,1,3,2,4,5,3.5,"Opposite party",1.75,1.75,-6,-6,0,-66.6666666666667,-75,0
"2759",2760,"Democrat",2,"Independent",2,3,2,2,6,5,"Man","35-44","Some of the time",4,5,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Neither disagree nor agree",2,2,2,3,"Assault","Independent",4,2,4,1,3,2,2,1.75,"Independents/Not sures",2.25,2.25,-2,0,0,-28.5714285714286,0,0
"2760",2761,"Republican",2,"Independent",5,5,5,5,7,4,"Woman","65 or over","Some of the time",0,0,"Neither disagree nor agree","Agree strongly","Disagree strongly","Agree strongly","Agree strongly",4,4,5,4,"Assault","Independent",3,5,1,5,5,3,5,4.5,"Independents/Not sures",5,4.25,-7,-4,-0.75,-87.5,-80,-12.5
"2761",2762,"Republican",3,"Independent",4,4,2,3,7,7,"Woman","25-34","Some of the time",7,8,"","","","","",4,4,4,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.25,3.75,0,1,0.5,0,12.5,11.7647058823529
"2762",2763,"Republican",1,"Strong Democrat",1,1,1,1,0,0,"Man","25-34","Most of the time",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,5,1,5,1,5,5,5,"Opposite party",1,1,0,0,0,0,0,0
"2763",2764,"Democrat",2,"Strong Democrat",1,1,5,1,5,5,"Woman","35-44","Only now and then",5,6,"Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",1,1,5,1,"Assault","Democrat",3,1,3,3,3,3,3,2.5,"Same party",2,2,0,1,0,0,16.6666666666667,0
"2764",2765,"Democrat",3,"Strong Republican",1,1,1,1,6,2,"Man","65 or over","Some of the time",6,3,"","","","","",1,1,1,1,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,0,1,0,0,33.3333333333333,0
"2765",2766,"Republican",1,"Not sure",2,4,3,2,7,6,"Woman","45-54","Some of the time",4,5,"Disagree strongly","Disagree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat",1,4,3,2,"Jokes","Independent",1,2,2,1,2,5,4,3,"Independents/Not sures",2.75,2.5,-3,-1,-0.25,-37.5,-14.2857142857143,-6.66666666666667
"2766",2767,"Republican",1,"Strong Republican",3,4,3,4,8,8,"Man","25-34","Some of the time",3,3,"Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,4,3,3,"Jokes","Republican",3,2,3,3,3,3,3,2.75,"Same party",3.5,3.25,-5,-5,-0.25,-55.5555555555556,-55.5555555555556,-5.55555555555556
"2767",2768,"Democrat",1,"Not very strong Democrat",2,1,5,2,8,8,"Woman","25-34","Most of the time",4,4,"Neither disagree nor agree","Agree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat",1,3,4,2,"Jokes","Democrat",3,4,4,2,2,3,2,2.75,"Same party",2.5,2.5,-4,-4,0,-44.4444444444444,-44.4444444444444,0
"2768",2769,"Republican",2,"Lean Democrat",3,1,3,1,6,5,"Woman","35-44","Most of the time",1,1,"Disagree somewhat","Agree somewhat","Disagree strongly","Agree strongly","Neither disagree nor agree",1,2,3,1,"Assault","Democrat",2,4,1,5,3,4,5,4.5,"Opposite party",2,1.75,-5,-4,-0.25,-71.4285714285714,-66.6666666666667,-8.33333333333333
"2769",2770,"Republican",1,"Strong Democrat",1,1,1,1,6,1,"Woman","55-64","Most of the time",6,1,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",5,1,4,1,1,1,2,1.25,"Opposite party",1,1,0,0,0,0,0,0
"2770",2771,"Republican",3,"Independent",4,5,2,2,3,5,"Man","25-34","Only now and then",3,5,"","","","","",4,5,2,2,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.25,3.25,0,0,0,0,0,0
"2771",2772,"Democrat",3,"Not very strong Democrat",1,1,3,2,8,9,"Woman","25-34","Some of the time",8,9,"","","","","",1,1,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,1.75,0,0,0,0,0,0
"2772",2773,"Democrat",2,"Strong Democrat",1,1,1,1,8,7,"Woman","18-24","Most of the time",0,0,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Assault","Democrat",2,3,1,3,1,4,5,3.75,"Same party",1,1,-8,-7,0,-88.8888888888889,-87.5,0
"2773",2774,"Republican",2,"Not very strong Democrat",4,4,4,3,9,7,"Man","35-44","Only now and then",8,6,"Disagree somewhat","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",4,4,4,3,"Assault","Democrat",2,1,4,1,3,4,2,2,"Opposite party",3.75,3.75,-1,-1,0,-10,-12.5,0
"2774",2775,"Democrat",1,"Not very strong Republican",1,2,1,2,6,3,"Woman","45-54","Some of the time",4,2,"Disagree strongly","Neither disagree nor agree","Agree strongly","Disagree somewhat","Disagree somewhat",1,1,1,2,"Jokes","Republican",1,3,5,2,2,5,1,2.75,"Opposite party",1.5,1.25,-2,-1,-0.25,-28.5714285714286,-25,-10
"2775",2776,"Republican",2,"Lean Republican",3,4,4,4,8,9,"Man","35-44","Most of the time",5,6,"Agree somewhat","Disagree strongly","Disagree somewhat","Agree somewhat","Disagree somewhat",2,3,2,4,"Assault","Republican",4,1,2,4,2,2,4,2.75,"Same party",3.75,2.75,-3,-3,-1,-33.3333333333333,-30,-21.0526315789474
"2776",2777,"Republican",2,"Strong Republican",2,4,2,2,10,8,"Woman","65 or over","Most of the time",8,8,"Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Agree strongly",2,4,2,2,"Assault","Republican",5,1,1,1,5,1,5,2,"Same party",2.5,2.5,-2,0,0,-18.1818181818182,0,0
"2777",2778,"Republican",2,"Independent",2,3,1,4,3,1,"Man","45-54","Most of the time",1,1,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Agree somewhat",3,2,1,4,"Assault","Independent",2,3,1,3,4,4,5,3.75,"Independents/Not sures",2.5,2.5,-2,0,0,-50,0,0
"2778",2779,"Democrat",2,"Independent",2,4,4,3,7,7,"Woman","18-24","Some of the time",6,6,"Agree somewhat","Disagree somewhat","Disagree strongly","Disagree strongly","Disagree somewhat",2,4,4,4,"Assault","Independent",4,2,1,1,2,2,5,2.5,"Independents/Not sures",3.25,3.5,-1,-1,0.25,-12.5,-12.5,5.88235294117647
"2779",2780,"Republican",3,"Not very strong Republican",5,5,3,5,7,7,"Man","35-44","Most of the time",7,8,"","","","","",5,5,3,5,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",4.5,4.5,0,1,0,0,12.5,0
"2780",2781,"Democrat",3,"Strong Democrat",2,2,2,1,9,9,"Woman","35-44","Most of the time",9,9,"","","","","",2,2,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,1.75,0,0,0,0,0,0
"2781",2782,"Democrat",2,"Independent",2,4,5,3,7,8,"Woman","25-34","Don't know",4,4,"Disagree somewhat","Agree somewhat","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,4,2,4,"Assault","Independent",2,4,3,3,3,4,3,3.5,"Independents/Not sures",3.5,3.25,-3,-4,-0.25,-37.5,-44.4444444444444,-5.55555555555556
"2782",2783,"Republican",3,"Strong Democrat",1,1,1,1,7,5,"Woman","55-64","Some of the time",7,5,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1,1,0,0,0,0,0,0
"2783",2784,"Democrat",1,"Strong Republican",4,4,2,4,7,8,"Woman","25-34","Most of the time",5,3,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat",4,4,2,4,"Jokes","Republican",5,2,4,2,4,1,2,1.75,"Opposite party",3.5,3.5,-2,-5,0,-25,-55.5555555555556,0
"2784",2785,"Democrat",3,"Strong Democrat",1,1,1,1,8,9,"Woman","25-34","Some of the time",9,9,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,1,0,0,11.1111111111111,0,0
"2785",2786,"Republican",1,"Not very strong Republican",4,4,4,4,5,5,"Woman","25-34","Most of the time",5,5,"Agree strongly","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree strongly",4,4,4,4,"Jokes","Republican",5,2,4,1,1,1,2,1.5,"Same party",4,4,0,0,0,0,0,0
"2786",2787,"Republican",1,"Strong Democrat",1,1,1,1,7,3,"Woman","35-44","Most of the time",4,2,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat",1,1,1,1,"Jokes","Democrat",2,4,2,2,2,4,4,3.5,"Opposite party",1,1,-3,-1,0,-37.5,-25,0
"2787",2788,"Democrat",3,"Lean Republican",2,4,4,4,7,8,"Man","25-34","Only now and then",9,10,"","","","","",4,4,4,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.5,4,2,2,0.5,25,22.2222222222222,11.1111111111111
"2788",2789,"Republican",2,"Lean Democrat",1,1,3,1,7,6,"Woman","25-34","Some of the time",4,3,"Disagree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree strongly",1,1,3,1,"Assault","Democrat",2,3,2,3,1,4,4,3.5,"Opposite party",1.5,1.5,-3,-3,0,-37.5,-42.8571428571429,0
"2789",2790,"Democrat",2,"Strong Democrat",4,4,4,3,6,7,"Woman","45-54","Only now and then",6,6,"Neither disagree nor agree","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Agree somewhat",4,4,3,3,"Assault","Democrat",3,3,2,3,4,3,4,3.25,"Same party",3.75,3.5,0,-1,-0.25,0,-12.5,-5.26315789473684
"2790",2791,"Democrat",2,"Not very strong Republican",2,2,2,3,6,6,"Woman","45-54","Some of the time",6,6,"Agree strongly","Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree",3,2,2,3,"Assault","Republican",5,2,5,1,3,1,1,1.25,"Opposite party",2.25,2.5,0,0,0.25,0,0,7.69230769230769
